id,.bss,.comment,.data,.dynamic,.dynstr,.dynsym,.eh_frame,.eh_frame_hdr,.fini,.fini_array,.gnu.hash,.gnu.version,.gnu.version_r,.got,.init,.init_array,.input_size,.interp,.nice_value,.note.ABI-tag,.note.gnu.build-id,.plt,.plt.got,.rela.dyn,.rela.plt,.rodata,.shstrtab,.strtab,.symtab,.text,start_time,end_time,total_time
ms,492112,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,61506,28,-14,32,36,96,8,192,120,20,254,635,1800,3122,1525272415501453,1525272415522786,21333
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,2951,28,0,32,36,96,8,192,120,21,254,623,1776,2431,1525272415598016,1525272415644646,46630
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,29,28,0,32,36,64,8,192,72,21,254,585,1704,2039,1525272415597632,1525272415628470,30838
mat,364936,37,632,496,162,264,368,84,9,8,28,22,32,104,23,8,151,28,0,32,36,96,8,192,120,21,254,632,1824,2695,1525272415600078,1525272415638019,37941
ms,492112,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,61506,28,0,32,36,96,8,192,120,20,254,635,1800,3122,1525272415615921,1525272415634703,18782
bub,29648,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,3697,28,4,32,36,80,8,192,96,21,254,603,1752,2358,1525272415685705,1525272415771351,85646
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,35,28,10,32,36,64,8,192,72,21,254,585,1704,2039,1525272415684928,1525272416158087,473159
mat,645600,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,164,28,-3,32,36,80,8,192,96,21,254,612,1800,2630,1525272415687847,1525272415760926,73079
ms,538656,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,67323,28,-4,32,36,96,8,192,120,20,254,635,1800,3122,1525272415687400,1525272415711132,23732
bub,29664,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,3697,28,0,32,36,80,8,192,96,21,254,603,1752,2358,1525272416200332,1525272416265838,65506
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,35,28,0,32,36,64,8,192,72,21,254,585,1704,2039,1525272416200292,1525272416679399,479107
mat,645600,37,624,496,155,240,360,84,9,8,28,20,32,96,23,8,164,28,0,32,36,80,8,192,96,21,254,612,1800,2630,1525272416212084,1525272416278481,66397
ms,538656,37,632,496,182,264,400,92,9,8,28,22,48,104,23,8,67323,28,0,32,36,96,8,192,120,20,254,635,1800,3122,1525272416202986,1525272416225876,22890
bub,64,37,632,496,162,264,360,84,9,8,28,22,32,104,23,8,3141,28,-15,32,36,96,8,192,120,21,254,623,1776,2431,1525272416721009,1525272416774062,53053
fib,48,37,616,496,150,216,368,84,9,8,28,18,32,88,23,8,31,28,2,32,36,64,8,192,72,21,254,585,1704,2039,1525272416721027,1525272416796354,75327
