hs.c,48669,17
hs.c,48669,0
bub.c,2097,1
bub.c,2097,0
fac.c,3124,1
fac.c,3124,0
bub.c,8841,3
bub.c,8841,0
bub.c,8334,19
bub.c,8334,0
fac.c,3199,1
fac.c,3199,0
fac.c,1399,1
fac.c,1399,0
bub.c,9229,1
bub.c,9229,0
hs.c,39047,1
hs.c,39047,0
bub.c,3941,19
bub.c,3941,0
bub.c,1453,1
bub.c,1453,0
bub.c,3535,3
bub.c,3535,0
mat.c,208,1
mat.c,208,0
hs.c,67875,1
hs.c,67875,0
bub.c,6411,2
bub.c,6411,0
bub.c,9331,12
bub.c,9331,0
fac.c,1855,15
fac.c,1855,0
hs.c,53727,19
hs.c,53727,0
fac.c,1475,7
fac.c,1475,0
fac.c,2170,16
fac.c,2170,0
bub.c,8980,1
bub.c,8980,0
fac.c,2814,1
fac.c,2814,0
fac.c,4597,19
fac.c,4597,0
mat.c,153,1
mat.c,153,0
hs.c,87707,1
hs.c,87707,0
mat.c,331,1
mat.c,331,0
hs.c,87025,19
hs.c,87025,0
bub.c,3396,6
bub.c,3396,0
mat.c,210,1
mat.c,210,0
bub.c,9971,1
bub.c,9971,0
fac.c,4428,1
fac.c,4428,0
bub.c,5012,1
bub.c,5012,0
hs.c,71629,19
hs.c,71629,0
bub.c,2763,1
bub.c,2763,0
hs.c,99622,1
hs.c,99622,0
hs.c,43201,19
hs.c,43201,0
fac.c,1731,1
fac.c,1731,0
hs.c,89933,1
hs.c,89933,0
mat.c,283,1
mat.c,283,0
fac.c,1273,1
fac.c,1273,0
hs.c,25642,18
hs.c,25642,0
bub.c,3351,1
bub.c,3351,0
hs.c,56475,1
hs.c,56475,0
bub.c,1754,3
bub.c,1754,0
fac.c,3515,19
fac.c,3515,0
hs.c,84576,19
hs.c,84576,0
mat.c,136,19
mat.c,136,0
hs.c,71119,19
hs.c,71119,0
fac.c,2187,2
fac.c,2187,0
hs.c,46461,19
hs.c,46461,0
fac.c,4575,4
fac.c,4575,0
mat.c,258,1
mat.c,258,0
bub.c,3046,13
bub.c,3046,0
hs.c,57810,19
hs.c,57810,0
fac.c,1953,10
fac.c,1953,0
hs.c,47611,1
hs.c,47611,0
bub.c,5826,1
bub.c,5826,0
bub.c,4383,15
bub.c,4383,0
bub.c,1677,1
bub.c,1677,0
hs.c,44795,11
hs.c,44795,0
hs.c,83283,13
hs.c,83283,0
bub.c,2929,4
bub.c,2929,0
mat.c,333,1
mat.c,333,0
hs.c,42400,19
hs.c,42400,0
hs.c,11895,3
hs.c,11895,0
fac.c,1797,1
fac.c,1797,0
hs.c,94993,1
hs.c,94993,0
mat.c,136,19
mat.c,136,0
fac.c,4575,4
fac.c,4575,0
hs.c,49121,13
hs.c,49121,0
bub.c,4395,1
bub.c,4395,0
bub.c,9366,1
bub.c,9366,0
bub.c,2174,1
bub.c,2174,0
bub.c,7745,1
bub.c,7745,0
bub.c,4713,1
bub.c,4713,0
bub.c,2495,1
bub.c,2495,0
fac.c,2587,7
fac.c,2587,0
hs.c,66124,1
hs.c,66124,0
bub.c,9425,10
bub.c,9425,0
bub.c,9115,14
bub.c,9115,0
bub.c,7109,1
bub.c,7109,0
hs.c,91252,9
hs.c,91252,0
bub.c,1442,19
bub.c,1442,0
hs.c,24099,1
hs.c,24099,0
fac.c,3274,19
fac.c,3274,0
bub.c,6656,1
bub.c,6656,0
bub.c,7000,5
bub.c,7000,0
mat.c,148,19
mat.c,148,0
bub.c,9669,1
bub.c,9669,0
fac.c,1289,19
fac.c,1289,0
fac.c,2159,1
fac.c,2159,0
mat.c,252,1
mat.c,252,0
bub.c,2942,1
bub.c,2942,0
fac.c,2503,1
fac.c,2503,0
fac.c,3201,1
fac.c,3201,0
mat.c,141,1
mat.c,141,0
hs.c,7077,1
hs.c,7077,0
fac.c,1667,7
fac.c,1667,0
bub.c,7488,14
bub.c,7488,0
hs.c,43201,19
hs.c,43201,0
fac.c,4700,4
fac.c,4700,0
fac.c,1472,14
fac.c,1472,0
fac.c,2302,1
fac.c,2302,0
hs.c,69050,19
hs.c,69050,0
fac.c,2700,7
fac.c,2700,0
bub.c,7645,1
bub.c,7645,0
fac.c,2965,1
fac.c,2965,0
mat.c,184,1
mat.c,184,0
hs.c,93248,19
hs.c,93248,0
mat.c,199,1
mat.c,199,0
fac.c,815,9
fac.c,815,0
mat.c,136,19
mat.c,136,0
hs.c,63026,19
hs.c,63026,0
bub.c,9807,1
bub.c,9807,0
bub.c,2326,2
bub.c,2326,0
bub.c,3941,19
bub.c,3941,0
hs.c,7077,1
hs.c,7077,0
bub.c,6607,4
bub.c,6607,0
hs.c,90784,19
hs.c,90784,0
hs.c,32324,1
hs.c,32324,0
fac.c,3642,5
fac.c,3642,0
bub.c,5064,19
bub.c,5064,0
bub.c,3535,3
bub.c,3535,0
bub.c,6277,7
bub.c,6277,0
mat.c,232,1
mat.c,232,0
fac.c,1544,1
fac.c,1544,0
fac.c,3336,19
fac.c,3336,0
mat.c,331,1
mat.c,331,0
fac.c,3483,1
fac.c,3483,0
hs.c,7348,7
hs.c,7348,0
fac.c,4087,1
fac.c,4087,0
mat.c,218,1
mat.c,218,0
hs.c,86853,19
hs.c,86853,0
bub.c,6471,1
bub.c,6471,0
fac.c,2533,19
fac.c,2533,0
fac.c,3243,1
fac.c,3243,0
mat.c,313,1
mat.c,313,0
hs.c,26197,18
hs.c,26197,0
bub.c,8843,7
bub.c,8843,0
fac.c,2509,19
fac.c,2509,0
fac.c,4676,1
fac.c,4676,0
fac.c,3527,1
fac.c,3527,0
bub.c,8334,19
bub.c,8334,0
fac.c,3124,1
fac.c,3124,0
mat.c,142,1
mat.c,142,0
mat.c,264,1
mat.c,264,0
bub.c,6686,1
bub.c,6686,0
bub.c,9331,12
bub.c,9331,0
hs.c,99047,1
hs.c,99047,0
hs.c,54006,1
hs.c,54006,0
fac.c,1307,19
fac.c,1307,0
bub.c,4345,19
bub.c,4345,0
hs.c,15128,7
hs.c,15128,0
bub.c,9405,19
bub.c,9405,0
bub.c,4847,19
bub.c,4847,0
bub.c,5986,1
bub.c,5986,0
fac.c,3998,1
fac.c,3998,0
bub.c,7373,1
bub.c,7373,0
bub.c,8931,1
bub.c,8931,0
bub.c,5509,19
bub.c,5509,0
hs.c,74246,1
hs.c,74246,0
hs.c,21713,19
hs.c,21713,0
hs.c,47260,18
hs.c,47260,0
bub.c,8484,19
bub.c,8484,0
mat.c,197,1
mat.c,197,0
hs.c,15396,19
hs.c,15396,0
hs.c,77888,12
hs.c,77888,0
bub.c,7496,2
bub.c,7496,0
bub.c,4497,1
bub.c,4497,0
mat.c,247,1
mat.c,247,0
mat.c,142,1
mat.c,142,0
mat.c,248,1
mat.c,248,0
bub.c,6878,2
bub.c,6878,0
fac.c,2090,8
fac.c,2090,0
hs.c,86656,1
hs.c,86656,0
bub.c,1194,1
bub.c,1194,0
fac.c,4969,1
fac.c,4969,0
bub.c,5292,11
bub.c,5292,0
mat.c,192,1
mat.c,192,0
mat.c,233,1
mat.c,233,0
bub.c,3056,13
bub.c,3056,0
bub.c,1645,1
bub.c,1645,0
fac.c,1060,19
fac.c,1060,0
hs.c,33809,1
hs.c,33809,0
bub.c,6276,8
bub.c,6276,0
hs.c,36305,19
hs.c,36305,0
hs.c,98647,17
hs.c,98647,0
hs.c,63303,19
hs.c,63303,0
bub.c,2133,4
bub.c,2133,0
bub.c,3323,1
bub.c,3323,0
fac.c,3188,1
fac.c,3188,0
fac.c,655,19
fac.c,655,0
bub.c,7109,1
bub.c,7109,0
fac.c,3998,1
fac.c,3998,0
bub.c,8334,19
bub.c,8334,0
bub.c,8295,1
bub.c,8295,0
hs.c,30028,1
hs.c,30028,0
hs.c,93205,19
hs.c,93205,0
mat.c,220,1
mat.c,220,0
hs.c,43201,19
hs.c,43201,0
fac.c,4084,4
fac.c,4084,0
bub.c,5826,1
bub.c,5826,0
fac.c,1585,1
fac.c,1585,0
bub.c,7625,18
bub.c,7625,0
bub.c,2777,1
bub.c,2777,0
fac.c,3192,3
fac.c,3192,0
bub.c,6472,1
bub.c,6472,0
bub.c,9707,3
bub.c,9707,0
fac.c,1386,1
fac.c,1386,0
hs.c,30765,1
hs.c,30765,0
fac.c,2436,12
fac.c,2436,0
bub.c,5717,1
bub.c,5717,0
fac.c,4899,19
fac.c,4899,0
bub.c,7661,19
bub.c,7661,0
fac.c,916,1
fac.c,916,0
fac.c,3527,1
fac.c,3527,0
bub.c,5577,1
bub.c,5577,0
hs.c,14011,19
hs.c,14011,0
fac.c,4488,1
fac.c,4488,0
mat.c,338,1
mat.c,338,0
fac.c,1133,19
fac.c,1133,0
bub.c,1558,19
bub.c,1558,0
hs.c,69050,19
hs.c,69050,0
hs.c,8115,19
hs.c,8115,0
fac.c,2481,1
fac.c,2481,0
mat.c,210,1
mat.c,210,0
hs.c,17811,2
hs.c,17811,0
hs.c,47611,1
hs.c,47611,0
hs.c,55066,1
hs.c,55066,0
bub.c,9152,1
bub.c,9152,0
bub.c,9268,3
bub.c,9268,0
fac.c,3571,1
fac.c,3571,0
bub.c,8484,19
bub.c,8484,0
hs.c,68361,19
hs.c,68361,0
bub.c,4322,8
bub.c,4322,0
fac.c,2302,1
fac.c,2302,0
bub.c,6280,2
bub.c,6280,0
mat.c,164,19
mat.c,164,0
bub.c,9337,14
bub.c,9337,0
fac.c,3107,19
fac.c,3107,0
fac.c,2678,11
fac.c,2678,0
bub.c,4137,1
bub.c,4137,0
hs.c,57561,19
hs.c,57561,0
bub.c,6807,2
bub.c,6807,0
bub.c,6905,19
bub.c,6905,0
hs.c,63328,19
hs.c,63328,0
mat.c,248,1
mat.c,248,0
bub.c,1868,19
bub.c,1868,0
bub.c,5939,6
bub.c,5939,0
hs.c,53938,1
hs.c,53938,0
bub.c,9647,19
bub.c,9647,0
mat.c,263,1
mat.c,263,0
mat.c,102,19
mat.c,102,0
hs.c,93832,9
hs.c,93832,0
fac.c,2090,8
fac.c,2090,0
fac.c,565,11
fac.c,565,0
mat.c,205,1
mat.c,205,0
fac.c,3827,6
fac.c,3827,0
fac.c,2700,7
fac.c,2700,0
fac.c,2184,19
fac.c,2184,0
hs.c,95711,11
hs.c,95711,0
mat.c,113,19
mat.c,113,0
fac.c,4087,1
fac.c,4087,0
hs.c,57795,19
hs.c,57795,0
hs.c,28606,10
hs.c,28606,0
fac.c,1885,1
fac.c,1885,0
hs.c,99694,1
hs.c,99694,0
bub.c,9110,11
bub.c,9110,0
bub.c,3165,16
bub.c,3165,0
bub.c,3919,1
bub.c,3919,0
fac.c,1999,1
fac.c,1999,0
hs.c,64824,19
hs.c,64824,0
fac.c,2673,1
fac.c,2673,0
fac.c,2678,11
fac.c,2678,0
fac.c,4969,1
fac.c,4969,0
bub.c,5793,1
bub.c,5793,0
bub.c,7109,1
bub.c,7109,0
mat.c,141,1
mat.c,141,0
fac.c,2332,6
fac.c,2332,0
hs.c,56302,1
hs.c,56302,0
bub.c,9442,1
bub.c,9442,0
mat.c,248,1
mat.c,248,0
bub.c,7712,4
bub.c,7712,0
hs.c,9002,1
hs.c,9002,0
hs.c,86448,1
hs.c,86448,0
hs.c,50561,19
hs.c,50561,0
fac.c,4141,12
fac.c,4141,0
mat.c,145,1
mat.c,145,0
hs.c,38266,19
hs.c,38266,0
mat.c,213,1
mat.c,213,0
fac.c,1386,1
fac.c,1386,0
bub.c,1946,9
bub.c,1946,0
fac.c,3075,17
fac.c,3075,0
mat.c,217,1
mat.c,217,0
bub.c,8198,1
bub.c,8198,0
hs.c,13724,19
hs.c,13724,0
fac.c,613,1
fac.c,613,0
hs.c,57903,19
hs.c,57903,0
fac.c,1381,10
fac.c,1381,0
hs.c,57561,19
hs.c,57561,0
hs.c,99047,1
hs.c,99047,0
fac.c,4719,10
fac.c,4719,0
fac.c,862,19
fac.c,862,0
bub.c,6205,1
bub.c,6205,0
mat.c,208,1
mat.c,208,0
mat.c,150,19
mat.c,150,0
hs.c,84497,19
hs.c,84497,0
fac.c,1720,3
fac.c,1720,0
hs.c,90096,1
hs.c,90096,0
mat.c,159,1
mat.c,159,0
hs.c,35159,1
hs.c,35159,0
mat.c,312,1
mat.c,312,0
hs.c,28608,1
hs.c,28608,0
hs.c,47665,1
hs.c,47665,0
mat.c,283,1
mat.c,283,0
bub.c,4341,17
bub.c,4341,0
bub.c,2942,1
bub.c,2942,0
bub.c,9667,1
bub.c,9667,0
bub.c,1946,9
bub.c,1946,0
mat.c,277,1
mat.c,277,0
hs.c,87061,19
hs.c,87061,0
fac.c,1356,19
fac.c,1356,0
fac.c,3412,1
fac.c,3412,0
hs.c,53938,1
hs.c,53938,0
bub.c,9525,1
bub.c,9525,0
fac.c,3168,1
fac.c,3168,0
hs.c,35509,19
hs.c,35509,0
mat.c,316,1
mat.c,316,0
fac.c,3910,1
fac.c,3910,0
mat.c,274,1
mat.c,274,0
fac.c,692,1
fac.c,692,0
bub.c,4394,1
bub.c,4394,0
hs.c,68642,1
hs.c,68642,0
mat.c,180,19
mat.c,180,0
hs.c,43201,19
hs.c,43201,0
fac.c,767,3
fac.c,767,0
bub.c,9331,12
bub.c,9331,0
hs.c,71629,19
hs.c,71629,0
fac.c,2582,19
fac.c,2582,0
mat.c,185,1
mat.c,185,0
